bidVolume,bidPrice,askVolume,askPrice,timestamp
25,5294.0,85,5294.25,14:00:00.002820627
25,5294.0,85,5294.25,14:00:00.005497901
25,5294.0,85,5294.25,14:00:00.007275175
25,5294.0,85,5294.25,14:00:00.007287975
25,5294.0,85,5294.25,14:00:00.007305531
25,5294.0,85,5294.25,14:00:00.007311413
25,5294.0,85,5294.25,14:00:00.007319211
25,5294.0,85,5294.25,14:00:00.007326911
25,5294.0,85,5294.25,14:00:00.007335893
25,5294.0,85,5294.25,14:00:00.007347260
25,5294.0,85,5294.25,14:00:00.007359583
25,5294.0,85,5294.25,14:00:00.007366911
25,5294.0,85,5294.25,14:00:00.007375078
25,5294.0,85,5294.25,14:00:00.007383168
25,5294.0,85,5294.25,14:00:00.007394729
25,5294.0,85,5294.25,14:00:00.007402192
25,5294.0,85,5294.25,14:00:00.007407527
25,5294.0,85,5294.25,14:00:00.007412960
25,5294.0,85,5294.25,14:00:00.007419559
25,5294.0,85,5294.25,14:00:00.007428650
25,5294.0,85,5294.25,14:00:00.007436714
25,5294.0,85,5294.25,14:00:00.007447223
25,5294.0,85,5294.25,14:00:00.007456315
25,5294.0,85,5294.25,14:00:00.007462670
25,5294.0,85,5294.25,14:00:00.007468987
20,5294.0,85,5294.25,14:00:00.007643705
20,5294.0,85,5294.25,14:00:00.007643705
18,5294.0,85,5294.25,14:00:00.007703388
17,5294.0,85,5294.25,14:00:00.007714579
15,5294.0,85,5294.25,14:00:00.007727722
14,5294.0,85,5294.25,14:00:00.007732970
12,5294.0,85,5294.25,14:00:00.007751335
10,5294.0,85,5294.25,14:00:00.007763559
9,5294.0,85,5294.25,14:00:00.007777742
3,5294.0,85,5294.25,14:00:00.007791185
3,5294.0,85,5294.25,14:00:00.007805858
2,5294.0,85,5294.25,14:00:00.007834732
2,5294.0,86,5294.25,14:00:00.007862230
3,5294.0,86,5294.25,14:00:00.007883181
2,5294.0,86,5294.25,14:00:00.007889901
2,5294.0,87,5294.25,14:00:00.007899520
1,5294.0,87,5294.25,14:00:00.007959298
7,5294.0,87,5294.25,14:00:00.007984004
6,5294.0,87,5294.25,14:00:00.008160582
7,5294.0,87,5294.25,14:00:00.008160582
8,5294.0,87,5294.25,14:00:00.008261851
9,5294.0,87,5294.25,14:00:00.008348461
10,5294.0,87,5294.25,14:00:00.009357710
10,5294.0,87,5294.25,14:00:00.009463392
10,5294.0,86,5294.25,14:00:00.014275953
12,5294.0,86,5294.25,14:00:00.014371894
14,5294.0,86,5294.25,14:00:00.014377661
15,5294.0,86,5294.25,14:00:00.014389264
16,5294.0,86,5294.25,14:00:00.014401306
18,5294.0,86,5294.25,14:00:00.014410919
20,5294.0,86,5294.25,14:00:00.014420465
22,5294.0,86,5294.25,14:00:00.014427214
23,5294.0,86,5294.25,14:00:00.014436644
27,5294.0,86,5294.25,14:00:00.014442616
28,5294.0,86,5294.25,14:00:00.014460037
28,5294.0,86,5294.25,14:00:00.014470866
29,5294.0,86,5294.25,14:00:00.014481538
27,5294.0,86,5294.25,14:00:00.014507417
26,5294.0,86,5294.25,14:00:00.014515590
24,5294.0,86,5294.25,14:00:00.014522313
25,5294.0,86,5294.25,14:00:00.014537082
26,5294.0,86,5294.25,14:00:00.014554016
26,5294.0,85,5294.25,14:00:00.014570151
26,5294.0,84,5294.25,14:00:00.014592091
25,5294.0,84,5294.25,14:00:00.014602747
24,5294.0,84,5294.25,14:00:00.014628004
25,5294.0,84,5294.25,14:00:00.015111954
25,5294.0,84,5294.25,14:00:00.016045467
25,5294.0,84,5294.25,14:00:00.016053416
25,5294.0,84,5294.25,14:00:00.016172638
25,5294.0,84,5294.25,14:00:00.018600060
25,5294.0,84,5294.25,14:00:00.024433861
21,5294.0,84,5294.25,14:00:00.024540512
21,5294.0,85,5294.25,14:00:00.024626968
21,5294.0,85,5294.25,14:00:00.024646930
19,5294.0,85,5294.25,14:00:00.026620910
17,5294.0,85,5294.25,14:00:00.026711612
16,5294.0,85,5294.25,14:00:00.026720304
16,5294.0,85,5294.25,14:00:00.026738522
15,5294.0,85,5294.25,14:00:00.026800298
14,5294.0,85,5294.25,14:00:00.027502079
12,5294.0,85,5294.25,14:00:00.027571386
10,5294.0,85,5294.25,14:00:00.027579233
9,5294.0,85,5294.25,14:00:00.027587278
8,5294.0,85,5294.25,14:00:00.027604526
4,5294.0,85,5294.25,14:00:00.027653913
3,5294.0,85,5294.25,14:00:00.027666419
3,5294.0,86,5294.25,14:00:00.027700173
3,5294.0,87,5294.25,14:00:00.027706868
5,5294.0,87,5294.25,14:00:00.028267605
6,5294.0,87,5294.25,14:00:00.028277186
12,5294.0,87,5294.25,14:00:00.028283535
14,5294.0,87,5294.25,14:00:00.028325504
15,5294.0,87,5294.25,14:00:00.028331987
16,5294.0,87,5294.25,14:00:00.028361370
17,5294.0,87,5294.25,14:00:00.028375639
18,5294.0,87,5294.25,14:00:00.028383038
19,5294.0,87,5294.25,14:00:00.028421781
22,5294.0,87,5294.25,14:00:00.028427378
23,5294.0,87,5294.25,14:00:00.028438143
24,5294.0,87,5294.25,14:00:00.028450559
26,5294.0,87,5294.25,14:00:00.028458803
27,5294.0,87,5294.25,14:00:00.028466528
28,5294.0,87,5294.25,14:00:00.028483235
29,5294.0,87,5294.25,14:00:00.028525959
29,5294.0,86,5294.25,14:00:00.028671313
28,5294.0,86,5294.25,14:00:00.029007606
28,5294.0,85,5294.25,14:00:00.029516011
29,5294.0,85,5294.25,14:00:00.029583961
28,5294.0,85,5294.25,14:00:00.029770471
37,5294.0,85,5294.25,14:00:00.029811576
37,5294.0,85,5294.25,14:00:00.029838475
37,5294.0,76,5294.25,14:00:00.029918055
38,5294.0,76,5294.25,14:00:00.030706765
37,5294.0,76,5294.25,14:00:00.030737658
37,5294.0,76,5294.25,14:00:00.030822166
38,5294.0,76,5294.25,14:00:00.031142809
39,5294.0,76,5294.25,14:00:00.031181757
39,5294.0,76,5294.25,14:00:00.031249722
39,5294.0,76,5294.25,14:00:00.031286882
39,5294.0,75,5294.25,14:00:00.031296697
39,5294.0,74,5294.25,14:00:00.031399032
39,5294.0,73,5294.25,14:00:00.031433644
39,5294.0,73,5294.25,14:00:00.031440226
39,5294.0,72,5294.25,14:00:00.031453404
39,5294.0,71,5294.25,14:00:00.031458556
