bidVolume,bidPrice,askVolume,askPrice,timestamp
4,2366.3,8,2366.5,09:30:00.013371641
4,2366.3,1,2366.4,09:30:00.013511679
4,2366.3,2,2366.4,09:30:00.013542765
4,2366.3,3,2366.4,09:30:00.013580350
3,2366.3,3,2366.4,09:30:00.013690617
2,2366.3,3,2366.4,09:30:00.013714189
2,2366.3,3,2366.4,09:30:00.014473132
2,2366.3,3,2366.4,09:30:00.015878706
2,2366.3,2,2366.4,09:30:00.017473762
2,2366.3,2,2366.4,09:30:00.017486908
3,2366.3,2,2366.4,09:30:00.021158010
3,2366.3,1,2366.4,09:30:00.021369146
3,2366.3,9,2366.5,09:30:00.021479997
3,2366.3,9,2366.5,09:30:00.021479997
4,2366.3,9,2366.5,09:30:00.021725061
4,2366.3,9,2366.5,09:30:00.040113020
3,2366.3,9,2366.5,09:30:00.040291486
3,2366.3,10,2366.5,09:30:00.040333563
3,2366.3,1,2366.4,09:30:00.040430099
3,2366.3,2,2366.4,09:30:00.040476504
2,2366.3,2,2366.4,09:30:00.040631233
3,2366.3,2,2366.4,09:30:00.068156623
3,2366.3,1,2366.4,09:30:00.068297351
3,2366.3,10,2366.5,09:30:00.068318939
3,2366.3,10,2366.5,09:30:00.068318939
4,2366.3,10,2366.5,09:30:00.068483740
4,2366.3,1,2366.4,09:30:00.077637393
4,2366.3,10,2366.5,09:30:00.077907543
4,2366.3,10,2366.5,09:30:00.077907543
3,2366.3,10,2366.5,09:30:00.077927543
3,2366.3,9,2366.5,09:30:00.078073376
4,2366.3,9,2366.5,09:30:00.078093508
4,2366.3,8,2366.5,09:30:00.078112212
3,2366.3,8,2366.5,09:30:00.078183471
4,2366.3,8,2366.5,09:30:00.078200275
5,2366.3,8,2366.5,09:30:00.078259431
1,2366.4,8,2366.5,09:30:00.078287204
1,2366.4,8,2366.5,09:30:00.078309589
1,2366.4,8,2366.5,09:30:00.078396906
1,2366.4,8,2366.5,09:30:00.078497721
1,2366.4,8,2366.5,09:30:00.078514041
1,2366.4,8,2366.5,09:30:00.078545837
1,2366.4,7,2366.5,09:30:00.078564874
1,2366.4,7,2366.5,09:30:00.078581226
2,2366.4,7,2366.5,09:30:00.078612200
2,2366.4,7,2366.5,09:30:00.078682352
2,2366.4,6,2366.5,09:30:00.078749784
2,2366.4,5,2366.5,09:30:00.078793532
2,2366.4,5,2366.5,09:30:00.079232817
1,2366.4,5,2366.5,09:30:00.095810969
8,2366.3,5,2366.5,09:30:00.095835270
8,2366.3,5,2366.5,09:30:00.095835270
8,2366.3,6,2366.5,09:30:00.095851555
7,2366.3,6,2366.5,09:30:00.095922996
6,2366.3,6,2366.5,09:30:00.095976278
6,2366.3,1,2366.4,09:30:00.103623967
6,2366.3,1,2366.4,09:30:00.103871813
6,2366.3,1,2366.4,09:30:00.103925788
6,2366.3,1,2366.4,09:30:00.103942291
5,2366.3,1,2366.4,09:30:00.104064649
4,2366.3,1,2366.4,09:30:00.104249433
4,2366.3,1,2366.4,09:30:00.111784151
4,2366.3,2,2366.4,09:30:00.114275811
3,2366.3,2,2366.4,09:30:00.114455985
2,2366.3,2,2366.4,09:30:00.114604816
2,2366.3,4,2366.4,09:30:00.114625345
1,2366.3,4,2366.4,09:30:00.114770250
2,2366.3,4,2366.4,09:30:00.119427496
3,2366.3,4,2366.4,09:30:00.119556049
3,2366.3,3,2366.4,09:30:00.120238648
2,2366.3,3,2366.4,09:30:00.120238648
1,2366.3,3,2366.4,09:30:00.120327453
1,2366.3,3,2366.4,09:30:00.120370993
9,2366.2,3,2366.4,09:30:00.120451916
9,2366.2,3,2366.4,09:30:00.120451916
9,2366.2,4,2366.4,09:30:00.120498244
1,2366.3,4,2366.4,09:30:00.120525908
1,2366.3,5,2366.4,09:30:00.120541877
1,2366.3,6,2366.4,09:30:00.120610883
1,2366.3,5,2366.4,09:30:00.120736991
1,2366.3,4,2366.4,09:30:00.120824606
1,2366.3,3,2366.4,09:30:00.121532447
9,2366.2,3,2366.4,09:30:00.131293795
9,2366.2,1,2366.3,09:30:00.131293795
9,2366.2,1,2366.3,09:30:00.131293795
9,2366.2,1,2366.3,09:30:00.131293795
9,2366.2,1,2366.3,09:30:00.131402508
9,2366.2,1,2366.3,09:30:00.131436892
9,2366.2,1,2366.3,09:30:00.131453411
9,2366.2,4,2366.4,09:30:00.131561110
9,2366.2,4,2366.4,09:30:00.131561110
9,2366.2,5,2366.4,09:30:00.131642561
8,2366.2,5,2366.4,09:30:00.131725433
8,2366.2,6,2366.4,09:30:00.131767792
1,2366.3,6,2366.4,09:30:00.131811985
1,2366.3,5,2366.4,09:30:00.131884333
2,2366.3,5,2366.4,09:30:00.131915341
3,2366.3,5,2366.4,09:30:00.131933696
2,2366.3,5,2366.4,09:30:00.132008760
2,2366.3,5,2366.4,09:30:00.132018796
2,2366.3,5,2366.4,09:30:00.132018796
1,2366.3,5,2366.4,09:30:00.132114945
8,2366.2,5,2366.4,09:30:00.132151717
8,2366.2,5,2366.4,09:30:00.132151717
8,2366.2,4,2366.4,09:30:00.132176502
8,2366.2,3,2366.4,09:30:00.132553878
8,2366.2,4,2366.4,09:30:00.139998604
9,2366.2,4,2366.4,09:30:00.152616948
9,2366.2,3,2366.4,09:30:00.152743427
9,2366.2,4,2366.4,09:30:00.152764651
9,2366.2,3,2366.4,09:30:00.152864681
9,2366.2,3,2366.4,09:30:00.155499659
9,2366.2,4,2366.4,09:30:00.158502180
9,2366.2,4,2366.4,09:30:00.158741068
9,2366.2,5,2366.4,09:30:00.165997371
9,2366.2,5,2366.4,09:30:00.182542140
8,2366.2,5,2366.4,09:30:00.243697131
8,2366.2,5,2366.4,09:30:00.255379450
8,2366.2,6,2366.4,09:30:00.268695917
7,2366.2,6,2366.4,09:30:00.268712681
7,2366.2,1,2366.3,09:30:00.268836239
6,2366.2,1,2366.3,09:30:00.268859113
6,2366.2,1,2366.3,09:30:00.268874518
6,2366.2,1,2366.3,09:30:00.268950040
6,2366.2,1,2366.3,09:30:00.268983158
6,2366.2,1,2366.3,09:30:00.268999539
5,2366.2,1,2366.3,09:30:00.269017846
5,2366.2,2,2366.3,09:30:00.269047757
5,2366.2,2,2366.3,09:30:00.269227902
5,2366.2,3,2366.3,09:30:00.269461756
4,2366.2,3,2366.3,09:30:00.287323331
3,2366.2,3,2366.3,09:30:00.287478036
9,2366.1,3,2366.3,09:30:00.287584265
9,2366.1,3,2366.3,09:30:00.287584265
9,2366.1,4,2366.3,09:30:00.287603110
9,2366.1,5,2366.3,09:30:00.287626644
9,2366.1,6,2366.3,09:30:00.287694725
8,2366.1,6,2366.3,09:30:00.287967936
8,2366.1,1,2366.2,09:30:00.287993166
8,2366.1,1,2366.2,09:30:00.288039356
8,2366.1,1,2366.2,09:30:00.288060230
8,2366.1,1,2366.2,09:30:00.288088122
8,2366.1,1,2366.2,09:30:00.288155512
8,2366.1,1,2366.2,09:30:00.288174181
8,2366.1,1,2366.2,09:30:00.288218549
8,2366.1,1,2366.2,09:30:00.288340571
8,2366.1,1,2366.2,09:30:00.288433069
8,2366.1,1,2366.2,09:30:00.288465243
8,2366.1,1,2366.2,09:30:00.288490184
8,2366.1,1,2366.2,09:30:00.288523506
8,2366.1,1,2366.2,09:30:00.288539999
8,2366.1,1,2366.2,09:30:00.288558445
8,2366.1,2,2366.2,09:30:00.288586797
7,2366.1,2,2366.2,09:30:00.288628302
7,2366.1,3,2366.2,09:30:00.288758795
6,2366.1,3,2366.2,09:30:00.288795205
5,2366.1,3,2366.2,09:30:00.288859334
