bidVolume,bidPrice,askVolume,askPrice,timestamp
47,5357.25,84,5357.5,09:30:00.000927025
47,5357.25,85,5357.5,09:30:00.002130509
47,5357.25,86,5357.5,09:30:00.002248105
47,5357.25,82,5357.5,09:30:00.006508287
46,5357.25,82,5357.5,09:30:00.006508287
46,5357.25,87,5357.5,09:30:00.006508287
41,5357.25,87,5357.5,09:30:00.006508287
36,5357.25,87,5357.5,09:30:00.006593965
27,5357.25,87,5357.5,09:30:00.006799384
27,5357.25,88,5357.5,09:30:00.006941234
24,5357.25,88,5357.5,09:30:00.006941234
24,5357.25,88,5357.5,09:30:00.006941234
24,5357.25,87,5357.5,09:30:00.006941234
19,5357.25,87,5357.5,09:30:00.006941234
22,5357.25,87,5357.5,09:30:00.006941234
23,5357.25,87,5357.5,09:30:00.006941234
23,5357.25,87,5357.5,09:30:00.006941234
23,5357.25,87,5357.5,09:30:00.006950456
23,5357.25,87,5357.5,09:30:00.006950456
21,5357.25,87,5357.5,09:30:00.006950456
21,5357.25,87,5357.5,09:30:00.006950456
21,5357.25,87,5357.5,09:30:00.006950456
22,5357.25,87,5357.5,09:30:00.006955620
22,5357.25,88,5357.5,09:30:00.006968328
21,5357.25,88,5357.5,09:30:00.006968328
20,5357.25,88,5357.5,09:30:00.006968328
19,5357.25,88,5357.5,09:30:00.006968328
17,5357.25,88,5357.5,09:30:00.006968328
16,5357.25,88,5357.5,09:30:00.006968328
11,5357.25,88,5357.5,09:30:00.008301705
8,5357.25,88,5357.5,09:30:00.008301705
8,5357.25,89,5357.5,09:30:00.008301705
9,5357.25,89,5357.5,09:30:00.008386257
4,5357.25,89,5357.5,09:30:00.008410129
4,5357.25,90,5357.5,09:30:00.008410129
5,5357.25,90,5357.5,09:30:00.008410129
10,5357.25,90,5357.5,09:30:00.008410129
10,5357.25,90,5357.5,09:30:00.008410129
10,5357.25,90,5357.5,09:30:00.008410129
10,5357.25,90,5357.5,09:30:00.008410129
10,5357.25,90,5357.5,09:30:00.008416033
9,5357.25,90,5357.5,09:30:00.008416033
8,5357.25,90,5357.5,09:30:00.008572811
6,5357.25,90,5357.5,09:30:00.008572811
6,5357.25,90,5357.5,09:30:00.008572811
6,5357.25,90,5357.5,09:30:00.008572811
6,5357.25,90,5357.5,09:30:00.008572811
6,5357.25,89,5357.5,09:30:00.008572811
6,5357.25,88,5357.5,09:30:00.008572811
4,5357.25,88,5357.5,09:30:00.008706171
103,5357.0,88,5357.5,09:30:00.008706171
103,5357.0,5,5357.25,09:30:00.008706171
103,5357.0,5,5357.25,09:30:00.008706171
103,5357.0,5,5357.25,09:30:00.008781776
103,5357.0,3,5357.25,09:30:00.008781776
103,5357.0,3,5357.25,09:30:00.008781776
103,5357.0,90,5357.5,09:30:00.008795527
5,5357.25,90,5357.5,09:30:00.008795527
5,5357.25,90,5357.5,09:30:00.008795527
6,5357.25,90,5357.5,09:30:00.008795527
6,5357.25,91,5357.5,09:30:00.008795527
6,5357.25,91,5357.5,09:30:00.008795527
2,5357.25,91,5357.5,09:30:00.008856152
2,5357.25,83,5357.5,09:30:00.009022398
2,5357.25,81,5357.5,09:30:00.009022398
1,5357.25,81,5357.5,09:30:00.009022398
1,5357.25,76,5357.5,09:30:00.009026897
1,5357.25,76,5357.5,09:30:00.009120282
1,5357.25,75,5357.5,09:30:00.009120282
101,5357.0,75,5357.5,09:30:00.009120282
101,5357.0,75,5357.5,09:30:00.009120282
101,5357.0,1,5357.25,09:30:00.009120282
101,5357.0,75,5357.5,09:30:00.009120282
101,5357.0,75,5357.5,09:30:00.009120282
101,5357.0,77,5357.5,09:30:00.009137696
101,5357.0,77,5357.5,09:30:00.009137696
101,5357.0,78,5357.5,09:30:00.009137696
1,5357.25,78,5357.5,09:30:00.009149258
2,5357.25,78,5357.5,09:30:00.009149258
101,5357.0,78,5357.5,09:30:00.009244921
101,5357.0,76,5357.5,09:30:00.009244921
101,5357.0,76,5357.5,09:30:00.009244921
101,5357.0,76,5357.5,09:30:00.009244921
1,5357.25,76,5357.5,09:30:00.009244921
1,5357.25,77,5357.5,09:30:00.009260781
4,5357.25,77,5357.5,09:30:00.009260781
5,5357.25,77,5357.5,09:30:00.009260781
6,5357.25,77,5357.5,09:30:00.009260781
8,5357.25,77,5357.5,09:30:00.009260781
16,5357.25,77,5357.5,09:30:00.009260781
18,5357.25,77,5357.5,09:30:00.009260781
23,5357.25,77,5357.5,09:30:00.009268819
23,5357.25,76,5357.5,09:30:00.009282791
28,5357.25,76,5357.5,09:30:00.009282791
26,5357.25,76,5357.5,09:30:00.009282791
26,5357.25,76,5357.5,09:30:00.009282791
26,5357.25,74,5357.5,09:30:00.009282791
27,5357.25,74,5357.5,09:30:00.009291040
26,5357.25,74,5357.5,09:30:00.009437290
27,5357.25,74,5357.5,09:30:00.009437290
28,5357.25,74,5357.5,09:30:00.009437290
29,5357.25,74,5357.5,09:30:00.009437290
30,5357.25,74,5357.5,09:30:00.009437290
30,5357.25,74,5357.5,09:30:00.009437290
30,5357.25,74,5357.5,09:30:00.009472279
30,5357.25,74,5357.5,09:30:00.009491667
31,5357.25,74,5357.5,09:30:00.010210534
34,5357.25,74,5357.5,09:30:00.010304232
35,5357.25,74,5357.5,09:30:00.010315672
36,5357.25,74,5357.5,09:30:00.010350527
37,5357.25,74,5357.5,09:30:00.010674754
35,5357.25,74,5357.5,09:30:00.010848231
37,5357.25,74,5357.5,09:30:00.010848231
34,5357.25,74,5357.5,09:30:00.010925726
34,5357.25,76,5357.5,09:30:00.010959109
34,5357.25,76,5357.5,09:30:00.011002016
32,5357.25,76,5357.5,09:30:00.011025258
