bidVolume,bidPrice,askVolume,askPrice,timestamp
4,2375.1,2,2375.3,08:40:00.007172658
4,2375.1,2,2375.3,08:40:00.007189225
4,2375.1,1,2375.3,08:40:00.038124073
1,2375.2,1,2375.3,08:40:00.038262251
1,2375.2,1,2375.3,08:40:00.038296652
1,2375.2,6,2375.4,08:40:00.038381339
1,2375.2,6,2375.4,08:40:00.038381339
2,2375.2,6,2375.4,08:40:00.038462048
2,2375.2,6,2375.4,08:40:00.038476471
2,2375.2,6,2375.4,08:40:00.038559522
2,2375.2,6,2375.4,08:40:00.038576182
2,2375.2,5,2375.4,08:40:00.038638381
3,2375.2,5,2375.4,08:40:00.120868374
3,2375.2,4,2375.4,08:40:00.121059571
4,2375.2,4,2375.4,08:40:00.121112106
5,2375.2,4,2375.4,08:40:00.121172172
5,2375.2,3,2375.4,08:40:00.121319164
5,2375.2,3,2375.4,08:40:00.121414474
5,2375.2,3,2375.4,08:40:00.121541113
1,2375.3,3,2375.4,08:40:00.121567744
1,2375.3,2,2375.4,08:40:00.121762011
1,2375.3,1,2375.4,08:40:00.121802235
1,2375.3,1,2375.4,08:40:00.121827257
1,2375.3,6,2375.5,08:40:00.121850710
1,2375.3,6,2375.5,08:40:00.121850710
1,2375.3,6,2375.5,08:40:00.121875770
2,2375.3,6,2375.5,08:40:00.121894496
2,2375.3,6,2375.5,08:40:00.122002070
3,2375.3,6,2375.5,08:40:00.122041271
3,2375.3,5,2375.5,08:40:00.122059450
3,2375.3,4,2375.5,08:40:00.122170681
3,2375.3,4,2375.5,08:40:00.122184950
3,2375.3,4,2375.5,08:40:00.122200221
2,2375.3,4,2375.5,08:40:00.122292309
2,2375.3,4,2375.5,08:40:00.122304594
2,2375.3,4,2375.5,08:40:00.130178817
2,2375.3,4,2375.5,08:40:00.132631577
3,2375.3,4,2375.5,08:40:00.156151115
3,2375.3,3,2375.5,08:40:00.156206930
4,2375.3,3,2375.5,08:40:00.156225938
5,2375.3,3,2375.5,08:40:00.156245599
6,2375.3,3,2375.5,08:40:00.156280243
7,2375.3,3,2375.5,08:40:00.156335512
7,2375.3,3,2375.5,08:40:00.156512798
1,2375.4,3,2375.5,08:40:00.156559295
1,2375.4,3,2375.5,08:40:00.156587907
1,2375.4,3,2375.5,08:40:00.156607143
1,2375.4,2,2375.5,08:40:00.156713894
1,2375.4,1,2375.5,08:40:00.156781098
1,2375.4,1,2375.5,08:40:00.156797130
2,2375.4,1,2375.5,08:40:00.156820567
3,2375.4,1,2375.5,08:40:00.156921850
3,2375.4,4,2375.6,08:40:00.156955972
3,2375.4,4,2375.6,08:40:00.156955972
4,2375.4,4,2375.6,08:40:00.157091057
4,2375.4,4,2375.6,08:40:00.157104778
5,2375.4,4,2375.6,08:40:00.157123563
6,2375.4,4,2375.6,08:40:00.157140670
6,2375.4,3,2375.6,08:40:00.157236228
6,2375.4,3,2375.6,08:40:00.157266353
7,2375.4,3,2375.6,08:40:00.157297893
8,2375.4,3,2375.6,08:40:00.157323829
8,2375.4,3,2375.6,08:40:00.157357052
8,2375.4,3,2375.6,08:40:00.157388442
8,2375.4,3,2375.6,08:40:00.157403113
8,2375.4,3,2375.6,08:40:00.157556722
9,2375.4,3,2375.6,08:40:00.157616907
9,2375.4,3,2375.6,08:40:00.158016630
9,2375.4,3,2375.6,08:40:00.158082267
9,2375.4,3,2375.6,08:40:00.158134882
9,2375.4,3,2375.6,08:40:00.158180487
9,2375.4,3,2375.6,08:40:00.158180487
9,2375.4,3,2375.6,08:40:00.158196970
8,2375.4,3,2375.6,08:40:00.158212762
7,2375.4,3,2375.6,08:40:00.158543991
6,2375.4,3,2375.6,08:40:00.158734335
6,2375.4,3,2375.6,08:40:00.164956972
6,2375.4,3,2375.6,08:40:00.171130399
