bidVolume,bidPrice,askVolume,askPrice,timestamp
87,118.84,14,118.85,09:30:00.048042903
85,118.84,14,118.85,09:30:00.102412807
85,118.84,17,118.85,09:30:00.156851511
86,118.84,17,118.85,09:30:00.168218906
85,118.84,17,118.85,09:30:00.197666176
85,118.84,18,118.85,09:30:00.197857817
78,118.84,18,118.85,09:30:00.289724417
78,118.84,17,118.85,09:30:00.362722479
78,118.84,18,118.85,09:30:00.503961477
78,118.84,15,118.85,09:30:00.505450023
78,118.84,14,118.85,09:30:00.506341762
78,118.84,13,118.85,09:30:00.506599907
78,118.84,5,118.85,09:30:00.506613759
78,118.84,4,118.85,09:30:00.506627353
78,118.84,1,118.85,09:30:00.506711215
78,118.84,78,118.86,09:30:00.506741100
77,118.84,78,118.86,09:30:00.506741100
76,118.84,78,118.86,09:30:00.506741100
75,118.84,78,118.86,09:30:00.506741100
76,118.84,78,118.86,09:30:00.507033154
76,118.84,71,118.86,09:30:00.507033154
94,118.84,71,118.86,09:30:00.507537442
18,118.85,71,118.86,09:30:00.512913614
19,118.85,71,118.86,09:30:00.513347284
19,118.85,77,118.86,09:30:00.513848675
19,118.85,84,118.86,09:30:00.514331343
19,118.85,85,118.86,09:30:00.517517335
19,118.85,95,118.86,09:30:00.519862156
19,118.85,96,118.86,09:30:00.520271105
1,118.85,96,118.86,09:30:00.523093391
99,118.84,96,118.86,09:30:00.523459864
99,118.84,90,118.86,09:30:00.523907271
102,118.84,90,118.86,09:30:00.524670164
103,118.84,90,118.86,09:30:00.524766925
105,118.84,90,118.86,09:30:00.524787851
108,118.84,90,118.86,09:30:00.525201869
108,118.84,87,118.86,09:30:00.527836564
108,118.84,86,118.86,09:30:00.528001918
111,118.84,86,118.86,09:30:00.534022387
114,118.84,86,118.86,09:30:00.534082639
115,118.84,86,118.86,09:30:00.534588447
113,118.84,86,118.86,09:30:00.535562609
112,118.84,86,118.86,09:30:00.538022387
112,118.84,87,118.86,09:30:00.538343490
111,118.84,87,118.86,09:30:00.538580491
111,118.84,4,118.85,09:30:00.613415295
111,118.84,5,118.85,09:30:00.613589497
111,118.84,6,118.85,09:30:00.613589497
110,118.84,6,118.85,09:30:00.613770380
109,118.84,6,118.85,09:30:00.613994059
109,118.84,9,118.85,09:30:00.613994059
91,118.84,9,118.85,09:30:00.614648209
91,118.84,10,118.85,09:30:00.614648209
88,118.84,10,118.85,09:30:00.614767505
75,118.84,10,118.85,09:30:00.620023402
75,118.84,7,118.85,09:30:00.620180947
75,118.84,25,118.85,09:30:00.620249056
75,118.84,26,118.85,09:30:00.620358512
75,118.84,25,118.85,09:30:00.620772044
75,118.84,27,118.85,09:30:00.620772044
75,118.84,28,118.85,09:30:00.620942063
73,118.84,28,118.85,09:30:00.622039236
73,118.84,38,118.85,09:30:00.624479385
73,118.84,40,118.85,09:30:00.624624233
73,118.84,50,118.85,09:30:00.626713937
73,118.84,54,118.85,09:30:00.626816388
73,118.84,56,118.85,09:30:00.627006881
70,118.84,56,118.85,09:30:00.630635658
52,118.84,56,118.85,09:30:00.633725272
53,118.84,56,118.85,09:30:00.733746563
51,118.84,56,118.85,09:30:00.788127426
50,118.84,56,118.85,09:30:00.792620460
50,118.84,58,118.85,09:30:00.792711430
44,118.84,58,118.85,09:30:00.792796402
37,118.84,58,118.85,09:30:00.792796402
37,118.84,62,118.85,09:30:00.792942108
35,118.84,62,118.85,09:30:00.792942108
34,118.84,62,118.85,09:30:00.794489114
27,118.84,62,118.85,09:30:00.794489114
25,118.84,62,118.85,09:30:00.863623022
23,118.84,62,118.85,09:30:00.863623022
23,118.84,69,118.85,09:30:00.863623022
15,118.84,69,118.85,09:30:00.863623022
14,118.84,69,118.85,09:30:00.863647339
13,118.84,69,118.85,09:30:00.863664881
12,118.84,69,118.85,09:30:00.863664881
11,118.84,69,118.85,09:30:00.863664881
10,118.84,69,118.85,09:30:00.863664881
9,118.84,69,118.85,09:30:00.864596637
8,118.84,69,118.85,09:30:00.864596637
6,118.84,69,118.85,09:30:00.864596637
4,118.84,69,118.85,09:30:00.864596637
3,118.84,69,118.85,09:30:00.864596637
2,118.84,69,118.85,09:30:00.864596637
1,118.84,69,118.85,09:30:00.864596637
165,118.83,69,118.85,09:30:00.864597581
165,118.83,70,118.85,09:30:00.864660682
165,118.83,72,118.85,09:30:00.864677908
168,118.83,72,118.85,09:30:00.866210863
167,118.83,72,118.85,09:30:00.866258395
170,118.83,72,118.85,09:30:00.866258395
1,118.84,72,118.85,09:30:00.866258395
1,118.84,65,118.85,09:30:00.866258395
4,118.84,65,118.85,09:30:00.866973276
3,118.84,65,118.85,09:30:00.867340261
3,118.84,83,118.85,09:30:00.867340261
2,118.84,83,118.85,09:30:00.869345155
6,118.84,83,118.85,09:30:00.869413804
6,118.84,90,118.85,09:30:00.869413804
7,118.84,90,118.85,09:30:00.869413804
5,118.84,90,118.85,09:30:00.869613046
5,118.84,83,118.85,09:30:00.869613698
5,118.84,90,118.85,09:30:00.870639695
4,118.84,90,118.85,09:30:00.870641471
5,118.84,90,118.85,09:30:00.872279332
16,118.84,90,118.85,09:30:00.875561246
16,118.84,91,118.85,09:30:00.875561246
16,118.84,92,118.85,09:30:00.876037203
16,118.84,74,118.85,09:30:00.876343162
18,118.84,74,118.85,09:30:00.876639463
20,118.84,74,118.85,09:30:00.880015710
35,118.84,74,118.85,09:30:00.884019757
35,118.84,75,118.85,09:30:00.893768706
20,118.84,75,118.85,09:30:00.938045361
20,118.84,82,118.85,09:30:00.971089235
23,118.84,82,118.85,09:30:00.982282931
24,118.84,82,118.85,09:30:00.982696761
22,118.84,82,118.85,09:30:00.992378827
20,118.84,82,118.85,09:30:00.992495156
19,118.84,82,118.85,09:30:00.992936614
15,118.84,82,118.85,09:30:00.994139097
15,118.84,83,118.85,09:30:01.006569973
16,118.84,83,118.85,09:30:01.006569973
17,118.84,83,118.85,09:30:01.008370049
18,118.84,83,118.85,09:30:01.010832504
19,118.84,83,118.85,09:30:01.026288076
20,118.84,83,118.85,09:30:01.026469762
20,118.84,82,118.85,09:30:01.042222644
35,118.84,82,118.85,09:30:01.123275343
37,118.84,82,118.85,09:30:01.123450761
38,118.84,82,118.85,09:30:01.361018850
