bidVolume,bidPrice,askVolume,askPrice,timestamp
8,2388.9,9,2389.2,08:00:00.350659983
8,2388.9,8,2389.2,08:00:00.350659983
8,2388.9,8,2389.2,08:00:00.350659983
1,2389.0,8,2389.2,08:00:00.350788903
2,2389.0,8,2389.2,08:00:00.350824175
3,2389.0,8,2389.2,08:00:00.350858185
4,2389.0,8,2389.2,08:00:00.350875024
5,2389.0,8,2389.2,08:00:00.350956721
5,2389.0,7,2389.2,08:00:00.351144873
6,2389.0,7,2389.2,08:00:00.351302956
6,2389.0,7,2389.2,08:00:00.351337362
6,2389.0,7,2389.2,08:00:00.351372804
6,2389.0,7,2389.2,08:00:00.351410455
6,2389.0,6,2389.2,08:00:00.351446459
6,2389.0,6,2389.2,08:00:00.351493142
6,2389.0,6,2389.2,08:00:00.351524320
6,2389.0,6,2389.2,08:00:00.351538756
6,2389.0,6,2389.2,08:00:00.351573044
6,2389.0,5,2389.2,08:00:00.351590283
7,2389.0,5,2389.2,08:00:00.351607596
7,2389.0,5,2389.2,08:00:00.351644915
7,2389.0,5,2389.2,08:00:00.351658969
7,2389.0,5,2389.2,08:00:00.351686890
8,2389.0,5,2389.2,08:00:00.351704656
8,2389.0,5,2389.2,08:00:00.351718411
7,2389.0,5,2389.2,08:00:00.351792748
7,2389.0,5,2389.2,08:00:00.351837859
7,2389.0,5,2389.2,08:00:00.351871495
8,2389.0,5,2389.2,08:00:00.351941919
8,2389.0,5,2389.2,08:00:00.351954524
7,2389.0,5,2389.2,08:00:00.351971586
8,2389.0,5,2389.2,08:00:00.351987670
7,2389.0,5,2389.2,08:00:00.352031364
7,2389.0,5,2389.2,08:00:00.352151629
7,2389.0,5,2389.2,08:00:00.352151629
7,2389.0,5,2389.2,08:00:00.352220053
7,2389.0,5,2389.2,08:00:00.352220053
7,2389.0,5,2389.2,08:00:00.358930092
6,2389.0,5,2389.2,08:00:00.517293274
6,2389.0,6,2389.2,08:00:00.517412339
6,2389.0,7,2389.2,08:00:00.517859705
6,2389.0,8,2389.2,08:00:00.517986421
6,2389.0,9,2389.2,08:00:00.523715820
5,2389.0,9,2389.2,08:00:00.783981666
4,2389.0,9,2389.2,08:00:00.784091780
3,2389.0,9,2389.2,08:00:00.784140303
2,2389.0,9,2389.2,08:00:00.784179792
1,2389.0,9,2389.2,08:00:00.784238202
1,2389.0,1,2389.1,08:00:00.784316786
9,2388.9,1,2389.1,08:00:00.784428765
9,2388.9,1,2389.1,08:00:00.784428765
9,2388.9,2,2389.1,08:00:00.784768143
9,2388.9,3,2389.1,08:00:00.784800041
9,2388.9,4,2389.1,08:00:00.784838435
9,2388.9,4,2389.1,08:00:00.784851188
9,2388.9,5,2389.1,08:00:00.784949823
9,2388.9,5,2389.1,08:00:00.784980333
9,2388.9,5,2389.1,08:00:00.785084527
9,2388.9,5,2389.1,08:00:00.785117036
9,2388.9,5,2389.1,08:00:00.785736697
9,2388.9,5,2389.1,08:00:00.785736697
9,2388.9,5,2389.1,08:00:00.785757107
9,2388.9,5,2389.1,08:00:00.785757107
9,2388.9,5,2389.1,08:00:00.800228429
8,2388.9,5,2389.1,08:00:00.941222087
7,2388.9,5,2389.1,08:00:00.941329984
6,2388.9,5,2389.1,08:00:00.941392872
6,2388.9,5,2389.1,08:00:00.941407832
6,2388.9,6,2389.1,08:00:00.941449830
6,2388.9,7,2389.1,08:00:00.947341235
6,2388.9,7,2389.1,08:00:00.947341235
5,2388.9,7,2389.1,08:00:01.413907081
5,2388.9,6,2389.1,08:00:02.584588592
5,2388.9,5,2389.1,08:00:02.586692539
5,2388.9,1,2389.0,08:00:03.044337380
5,2388.9,1,2389.0,08:00:03.045004783
5,2388.9,1,2389.0,08:00:03.052256671
5,2388.9,1,2389.0,08:00:03.052256671
5,2388.9,1,2389.0,08:00:03.065528841
5,2388.9,2,2389.0,08:00:03.651798778
4,2388.9,2,2389.0,08:00:03.652108045
5,2388.9,2,2389.0,08:00:03.652542777
5,2388.9,1,2389.0,08:00:03.652632655
5,2388.9,1,2389.0,08:00:03.652695833
5,2388.9,5,2389.1,08:00:03.674742675
5,2388.9,5,2389.1,08:00:03.674742675
6,2388.9,5,2389.1,08:00:03.674902083
6,2388.9,6,2389.1,08:00:03.675153179
5,2388.9,6,2389.1,08:00:03.675174590
5,2388.9,5,2389.1,08:00:03.675361007
5,2388.9,6,2389.1,08:00:03.675553792
5,2388.9,5,2389.1,08:00:03.675701272
